* Block Type = 96-Well 0.1-mL Block
* Calibration Background is expired  = Yes
* Calibration Background performed on = 04-20-2016
* Calibration Pure Dye ABY is expired = No
* Calibration Pure Dye ABY performed on = 04-21-2016
* Calibration Pure Dye FAM is expired = No
* Calibration Pure Dye FAM performed on = 04-20-2016
* Calibration Pure Dye JUN is expired = No
* Calibration Pure Dye JUN performed on = 04-21-2016
* Calibration Pure Dye NED is expired = No
* Calibration Pure Dye NED performed on = 04-21-2016
* Calibration Pure Dye ROX is expired = No
* Calibration Pure Dye ROX performed on = 04-20-2016
* Calibration Pure Dye SYBR is expired = No
* Calibration Pure Dye SYBR performed on = 04-20-2016
* Calibration Pure Dye TAMRA is expired = No
* Calibration Pure Dye TAMRA performed on = 04-21-2016
* Calibration Pure Dye VIC is expired = No
* Calibration Pure Dye VIC performed on = 04-20-2016
* Calibration ROI is expired  = Yes
* Calibration ROI performed on = 04-20-2016
* Calibration Uniformity is expired  = Yes
* Calibration Uniformity performed on = 04-20-2016
* Chemistry = TAQMAN
* Date Created = 2017-01-02 22:44:59 PM EST
* Experiment Barcode = 
* Experiment Comment = NA
* Experiment File Name = \\vmware-host\Shared Folders\Desktop\mix_qpcr_data\ERCC_1_6_20161202.eds
* Experiment Name = 2016-12-02_104248
* Experiment Run End Time = 2016-12-02 12:18:47 PM EST
* Experiment Type = Standard Curve
* Instrument Name =       272310160
* Instrument Serial Number = 272310160
* Instrument Type = QuantStudio™ 3 System
* Passive Reference = ROX
* Post-read Stage/Step = 
* Pre-read Stage/Step = 
* Quantification Cycle Method = Ct
* Signal Smoothing On = true
* Stage/ Cycle where Ct Analysis is performed = Stage2, Step2
* User Name = NA

[Results]
Well	Well Position	Omit	Sample Name	Target Name	Task	Reporter	Quencher	CT	Ct Mean	Ct SD	Quantity	Quantity Mean	Quantity SD	Y-Intercept	R(superscript 2)	Slope	Efficiency	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Amp Status	Comments	Cq Conf	OUTLIERRG	HIGHSD	CQCONF
87	H3	false		Target 1	NTC	FAM	NFQ-MGB	Undetermined						27.716	0.998	-3.736	85.226	true	0.349	true	3	39	No Amp			N	N	Y
88	H4	false		Target 1	UNKNOWN	FAM	NFQ-MGB	9.340	12.550	3.957	83,012.836			27.716	0.998	-3.736	85.226	true	0.349	true	3	5	Amp			N	Y	N
89	H5	false		Target 1	UNKNOWN	FAM	NFQ-MGB	9.539	12.550	3.957	73,427.414			27.716	0.998	-3.736	85.226	true	0.349	true	3	5	Amp			N	Y	N
90	H6	false		Target 1	UNKNOWN	FAM	NFQ-MGB	9.475	12.550	3.957	76,411.938			27.716	0.998	-3.736	85.226	true	0.349	true	3	5	Amp			N	Y	N
91	H7	false		Target 1	NTC	FAM	NFQ-MGB	Undetermined						27.716	0.998	-3.736	85.226	true	0.349	true	3	35	No Amp			N	N	Y
92	H8	false		Target 1	NTC	FAM	NFQ-MGB	37.416						27.716	0.998	-3.736	85.226	true	0.349	true	3	31	Inconclusive			N	N	N
93	H9	false		Target 1	NTC	FAM	NFQ-MGB	Undetermined						27.716	0.998	-3.736	85.226	true	0.349	true	3	35	No Amp			N	N	Y
94	H10	false		Target 1	UNKNOWN	FAM	NFQ-MGB	23.769	12.550	3.957	11.387			27.716	0.998	-3.736	85.226	true	0.349	true	3	18	Amp			N	Y	N
95	H11	false		Target 1	UNKNOWN	FAM	NFQ-MGB	23.911	12.550	3.957	10.438			27.716	0.998	-3.736	85.226	true	0.349	true	3	18	Amp			N	Y	N
96	H12	false		Target 1	UNKNOWN	FAM	NFQ-MGB	23.636	12.550	3.957	12.361			27.716	0.998	-3.736	85.226	true	0.349	true	3	17	Amp			N	Y	N
