* Block Type = 96-Well 0.1-mL Block
* Calibration Background is expired  = Yes
* Calibration Background performed on = 04-20-2016
* Calibration Pure Dye ABY is expired = No
* Calibration Pure Dye ABY performed on = 04-21-2016
* Calibration Pure Dye FAM is expired = No
* Calibration Pure Dye FAM performed on = 04-20-2016
* Calibration Pure Dye JUN is expired = No
* Calibration Pure Dye JUN performed on = 04-21-2016
* Calibration Pure Dye NED is expired = No
* Calibration Pure Dye NED performed on = 04-21-2016
* Calibration Pure Dye ROX is expired = No
* Calibration Pure Dye ROX performed on = 04-20-2016
* Calibration Pure Dye SYBR is expired = No
* Calibration Pure Dye SYBR performed on = 04-20-2016
* Calibration Pure Dye TAMRA is expired = No
* Calibration Pure Dye TAMRA performed on = 04-21-2016
* Calibration Pure Dye VIC is expired = No
* Calibration Pure Dye VIC performed on = 04-20-2016
* Calibration ROI is expired  = Yes
* Calibration ROI performed on = 04-20-2016
* Calibration Uniformity is expired  = Yes
* Calibration Uniformity performed on = 04-20-2016
* Chemistry = TAQMAN
* Date Created = 2017-01-02 19:00:17 PM EST
* Experiment Barcode = 
* Experiment Comment = NA
* Experiment File Name = \\vmware-host\Shared Folders\Desktop\mix_qpcr_data\ERCC3_8_20161206.eds
* Experiment Name = ERCC3_8_20161206
* Experiment Run End Time = 2016-12-06 14:12:41 PM EST
* Experiment Type = Standard Curve
* Instrument Name =       272310160
* Instrument Serial Number = 272310160
* Instrument Type = QuantStudio™ 3 System
* Passive Reference = ROX
* Post-read Stage/Step = 
* Pre-read Stage/Step = 
* Quantification Cycle Method = Ct
* Signal Smoothing On = true
* Stage/ Cycle where Ct Analysis is performed = Stage2, Step2
* User Name = NA

[Results]
Well	Well Position	Omit	Sample Name	Target Name	Task	Reporter	Quencher	CT	Ct Mean	Ct SD	Quantity	Quantity Mean	Quantity SD	Y-Intercept	R(superscript 2)	Slope	Efficiency	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Amp Status	Comments	Cq Conf	CQCONF	HIGHSD
71	F11	false		Target 1	UNKNOWN	FAM	NFQ-MGB	15.436	12.729	4.316	3,267.458	80,712.195	95,366.602	28.504	0.998	-3.719	85.746	true	0.292	true	3	10	Amp			N	Y
72	F12	false		Target 1	UNKNOWN	FAM	NFQ-MGB	15.746	12.729	4.316	2,698.089	80,712.195	95,366.602	28.504	0.998	-3.719	85.746	true	0.292	true	3	10	Amp			N	Y
73	G1	false		Target 1	NTC	FAM	NFQ-MGB	Undetermined						28.504	0.998	-3.719	85.746	true	0.292	true	3	39	No Amp			Y	N
74	G2	false		Target 1	NTC	FAM	NFQ-MGB	Undetermined						28.504	0.998	-3.719	85.746	true	0.292	true	3	39	No Amp			Y	N
75	G3	false		Target 1	NTC	FAM	NFQ-MGB	Undetermined						28.504	0.998	-3.719	85.746	true	0.292	true	3	39	No Amp			Y	N
76	G4	false		Target 1	UNKNOWN	FAM	NFQ-MGB	8.078	12.729	4.316	311,258.312	80,712.195	95,366.602	28.504	0.998	-3.719	85.746	true	0.292	true	3	4	Amp			N	Y
77	G5	false		Target 1	UNKNOWN	FAM	NFQ-MGB	8.804	12.729	4.316	198,523.234	80,712.195	95,366.602	28.504	0.998	-3.719	85.746	true	0.292	true	3	4	Amp			N	Y
78	G6	false		Target 1	UNKNOWN	FAM	NFQ-MGB	9.268	12.729	4.316	148,898.969	80,712.195	95,366.602	28.504	0.998	-3.719	85.746	true	0.292	true	3	5	Amp			N	Y
79	G7	false		Target 1	NTC	FAM	NFQ-MGB	Undetermined						28.504	0.998	-3.719	85.746	true	0.292	true	3	39	No Amp			Y	N
80	G8	false		Target 1	NTC	FAM	NFQ-MGB	Undetermined						28.504	0.998	-3.719	85.746	true	0.292	true	3	39	No Amp			Y	N
81	G9	false		Target 1	NTC	FAM	NFQ-MGB	Undetermined						28.504	0.998	-3.719	85.746	true	0.292	true	3	39	No Amp			Y	N
82	G10	false		Target 1	UNKNOWN	FAM	NFQ-MGB	19.498	12.729	4.316	264.213	80,712.195	95,366.602	28.504	0.998	-3.719	85.746	true	0.292	true	3	14	Amp			N	Y
83	G11	false		Target 1	UNKNOWN	FAM	NFQ-MGB	20.000	12.729	4.316	193.590	80,712.195	95,366.602	28.504	0.998	-3.719	85.746	true	0.292	true	3	14	Amp			N	Y
84	G12	false		Target 1	UNKNOWN	FAM	NFQ-MGB	20.135	12.729	4.316	178.135	80,712.195	95,366.602	28.504	0.998	-3.719	85.746	true	0.292	true	3	14	Amp			N	Y
85	H1	false		Target 1	NTC	FAM	NFQ-MGB	39.129						28.504	0.998	-3.719	85.746	true	0.292	true	3	33	Inconclusive			Y	N
86	H2	false		Target 1	NTC	FAM	NFQ-MGB	Undetermined						28.504	0.998	-3.719	85.746	true	0.292	true	3	39	No Amp			Y	N
87	H3	false		Target 1	NTC	FAM	NFQ-MGB	Undetermined						28.504	0.998	-3.719	85.746	true	0.292	true	3	39	No Amp			Y	N
88	H4	false		Target 1	UNKNOWN	FAM	NFQ-MGB	8.343	12.729	4.316	264,043.906	80,712.195	95,366.602	28.504	0.998	-3.719	85.746	true	0.292	true	3	4	Amp			N	Y
89	H5	false		Target 1	UNKNOWN	FAM	NFQ-MGB	9.239	12.729	4.316	151,600.250	80,712.195	95,366.602	28.504	0.998	-3.719	85.746	true	0.292	true	3	5	Amp			N	Y
90	H6	false		Target 1	UNKNOWN	FAM	NFQ-MGB	9.401	12.729	4.316	137,118.719	80,712.195	95,366.602	28.504	0.998	-3.719	85.746	true	0.292	true	3	5	Amp			N	Y
91	H7	false		Target 1	NTC	FAM	NFQ-MGB	Undetermined						28.504	0.998	-3.719	85.746	true	0.292	true	3	39	No Amp			Y	N
92	H8	false		Target 1	NTC	FAM	NFQ-MGB	Undetermined						28.504	0.998	-3.719	85.746	true	0.292	true	3	39	No Amp			Y	N
93	H9	false		Target 1	NTC	FAM	NFQ-MGB	Undetermined						28.504	0.998	-3.719	85.746	true	0.292	true	3	39	No Amp			Y	N
94	H10	false		Target 1	UNKNOWN	FAM	NFQ-MGB	23.745	12.729	4.316	19.051	80,712.195	95,366.602	28.504	0.998	-3.719	85.746	true	0.292	true	3	18	Amp			N	Y
95	H11	false		Target 1	UNKNOWN	FAM	NFQ-MGB	24.180	12.729	4.316	14.553	80,712.195	95,366.602	28.504	0.998	-3.719	85.746	true	0.292	true	3	18	Amp			N	Y
96	H12	false		Target 1	UNKNOWN	FAM	NFQ-MGB	23.799	12.729	4.316	18.426	80,712.195	95,366.602	28.504	0.998	-3.719	85.746	true	0.292	true	3	18	Amp			N	Y
